Address,Zip Code,Area,Price Category,Current Price,List Price,Close Price,Baths Total,Bedrooms,Building SqFt,Lot Size,Year Built,CDOM,Subdivision
4520 Rose Street,77007,77007/77055,Low,500000,525000,500000,3.1,3,2618,1860,2002,10,Emberg Place
1412 Arkley Way,77055,77007/77055,Low,500000,549000,500000,2.1,3,2684,3053,2020,74,Retreat at Bunker Hill
1404 Arkley Way,77055,77007/77055,Low,500000,522000,500000,2.1,3,2520,3053,2019,180,Retreat Of Bunker Hill
1511 Alamo Street,77007,77007/77055,Low,499999,499999,499999,3.1,3,2397,2256,2024,595,Nassar Add
3059 Hicks Street,77007,77007/77055,Low,499700,499700,499700,3.1,3,1849,1540,2025,29,White Oak Station
2503 Maxroy Street,77007,77007/77055,Low,499000,499000,499000,3.1,3,2588,2000,2011,24,Cottage Grove Maxroy Homes
4407 Marina Street Unit#A,77007,77007/77055,Low,499000,535000,499000,3.1,3,2555,1894,2019,77,Marina City Views
3071 Hicks Street,77007,77007/77055,Low,499000,499700,499000,3.1,3,1859,1489,2025,1,White Oak Station
2203 Colorado Street,77007,77007/77055,Low,497000,499900,497000,3.1,3,2231,1632,2015,93,Sawyer Park Place Grove
6240 Kansas Street,77007,77007/77055,Low,496000,507500,496000,3.1,3,2550,1706,2019,147,Cottage Grove Lake Pt Rep
3079 Hicks Street,77007,77007/77055,Low,496000,497700,496000,3.1,3,1734,1439,2025,1,White Oak Station
1610 E Bonner Street Unit#A,77007,77007/77055,Low,495000,499990,495000,3.1,3,2505,2375,2013,101,Carnegie Villas/Bonner Street
517 Fowler Street,77007,77007/77055,Low,495000,495000,495000,3.1,3,2288,1600,2007,431,Fowler Place
8034 Cedel Drive,77055,77007/77055,Low,495000,500000,495000,3.0,4,2281,7590,1956,203,Springdale Sec 02
1421 Confederate Road,77055,77007/77055,Low,495000,519000,495000,2.0,3,1482,8840,1952,32,Long Point Woods
1362 Bullock Lane,77055,77007/77055,Low,495000,495000,495000,2.1,3,2304,4480,1984,5,Bunker Hill Forest
6618 Housman Street,77055,77007/77055,Low,495000,495000,495000,2.0,3,1488,7500,1955,204,Westview Terrace Sec 02
3061 Hicks Street,77007,77007/77055,Low,494900,494900,494900,3.1,3,1954,NULL,2025,150,White Oak Station
4530 Eli Street,77007,77007/77055,Low,494000,505000,494000,3.1,3,2500,1838,2012,20,Patterson Grove
4219 Dickson Street,77007,77007/77055,Low,494000,515000,494000,3.1,3,2556,1619,2020,13,Waterhill Homes/Dickson
1470 Springrock Lane Unit#6,77055,77007/77055,Low,492000,529999,492000,2.1,3,2368,3227,2000,68,Springrock Lane
5719 Darling Street,77007,77007/77055,Low,490000,490000,490000,3.0,4,2537,2688,2008,65,Cottage Grove
1817 Crockett Street Unit#C,77007,77007/77055,Low,490000,497000,490000,3.1,3,2132,1875,2013,55,Modern City Views
5212 Lillian Street,77007,77007/77055,Low,490000,500000,490000,3.1,3,2519,2491,2004,166,Courtyards/Lillian
1315 Bingham Street,77007,77007/77055,Low,490000,500000,490000,2.1,3,2454,3004,2014,66,Stessel Add/Bingham Street
4407 Marina Street Unit#B,77007,77007/77055,Low,490000,510000,490000,3.1,3,2259,1720,2020,283,Marina City Views
6034 Maxie Street,77007,77007/77055,Low,490000,500000,490000,3.1,3,2607,1813,2008,33,Park Vls 01 Amd
753 Dorothy Street,77007,77007/77055,Low,490000,524900,490000,3.0,3,1736,1426,2014,76,Park Place/Hts
5813 Petty Street Unit#C,77007,77007/77055,Low,490000,510000,490000,3.1,3,2222,1834,2016,39,Colina Court/Petty Street
3065 Hicks Street,77007,77007/77055,Low,489900,489900,489900,3.1,3,1859,NULL,2025,236,White Oak Station
5513 Katy,77007,77007/77055,Low,489900,489900,489900,2.1,3,1980,2525,2025,25,Cottage Grove
5548 Nolda Street,77007,77007/77055,Low,489900,489900,489900,2.1,3,1975,2525,2025,96,Cottage Grove
1318 Bingham Street,77007,77007/77055,Low,489000,489000,489000,2.0,2,1116,4794,1902,199,Baker Nsbb
1610 Crockett Street,77007,77007/77055,Low,488000,489000,488000,1.0,2,1154,5000,1930,81,Baker Nsbb
1707 Basil Branch Drive,77055,77007/77055,Low,487000,499000,487000,3.0,3,2158,1673,2016,30,Village/Spg Branch
4224 Schuler Street,77007,77007/77055,Low,485000,490000,485000,3.1,3,2213,1510,2021,117,Schuler Terrace
1624 Utah Street,77007,77007/77055,Low,485000,499999,485000,3.1,3,2178,1900,2004,13,Lowell Place
5733 Kiam Street,77007,77007/77055,Low,485000,499000,485000,3.1,3,2253,2500,2014,77,Cottage Grove
5228 Schuler Street,77007,77007/77055,Low,485000,495000,485000,3.1,3,1926,1566,2020,22,Allen Street Park
1618 Weber Street,77007,77007/77055,Low,485000,499000,485000,2.0,3,1774,5000,1935,116,Beauchamp Spg Tr
910 Snover Street Unit#A,77007,77007/77055,Low,485000,495000,485000,3.1,3,1932,1834,2013,40,Hampton Square Sub
4115 Barnes Street,77007,77007/77055,Low,485000,495000,485000,3.1,4,2653,1841,2006,106,Barnes Woods
4314 Gibson Street Unit#A,77007,77007/77055,Low,485000,499000,485000,3.1,3,2351,1550,2014,301,Gibson Oaks
216 Detering Unit#A,77007,77007/77055,Low,485000,500000,485000,3.1,3,2274,1584,2006,36,RICE MILITARY
5617 Feagan Street,77007,77007/77055,Low,485000,499800,485000,3.1,3,2946,2400,2003,355,Riverwood At Feagan Sec 01
1936 Purswell Road,77055,77007/77055,Low,485000,485000,485000,3.1,3,2344,1547,2025,0,Tract 1-4
7607 Jacquelyn Gardens Lane,77055,77007/77055,Low,485000,487000,485000,3.1,3,2000,NULL,2024,55,Villas de Marbella
5202 Cornish Street,77007,77007/77055,Low,480000,480000,480000,2.1,3,2228,3276,1999,67,Cornish Place
3055 Hicks Street,77007,77007/77055,Low,480000,484900,480000,3.1,3,1841,NULL,2025,140,White Oak Station
5307 Eigel Street,77007,77007/77055,Low,480000,490000,480000,3.1,3,2190,1601,2025,125,Malek at Detering
330 Patterson Street,77007,77007/77055,Low,480000,485000,480000,3.1,3,2070,1720,2008,17,Bercon/Patterson Street
8926 Grovner Place,77055,77007/77055,Low,480000,492990,480000,3.1,3,2115,NULL,2025,532,Regents Court
1305 Confederate Road,77055,77007/77055,Low,480000,499000,480000,1.0,3,1050,8320,1955,206,Long Point Woods Sec 02
5313 Inker Street,77007,77007/77055,Low,479900,479900,479900,3.1,3,2618,1879,2015,29,Inker St Lndg
5416 Kansas Street,77007,77007/77055,Low,479000,479000,479000,3.1,3,1918,1572,2013,16,Cottage Grove Add Sec 03
1414 Wichman Street,77007,77007/77055,Low,479000,479000,479000,3.1,3,2128,1596,2020,176,Forest Park Lndg
5638 Petty Street Unit#B,77007,77007/77055,Low,479000,479000,479000,3.1,3,2323,1708,2014,163,Petty Street Terrace
1618 Ovid Street,77007,77007/77055,Low,477000,495000,477000,3.1,3,2080,1404,2013,186,Sawyer Park Place
4213 Lillian Street,77007,77007/77055,Low,477000,500000,477000,3.1,3,2394,2183,2006,29,A & K Custom Hms/Olive Street
5224 Nett Street Unit#A,77007,77007/77055,Low,476500,480000,476500,2.0,3,2034,2500,2005,151,Nett Street Add
4115 Schuler Street,77007,77007/77055,Low,475000,475000,475000,3.1,3,2173,2261,2016,13,Vistas De Sevilla Amd Pla
1622 Parker Street,77007,77007/77055,Low,475000,500000,475000,3.1,3,2412,1958,2013,57,Colina Homes/Eigel Street Sub
3075 Hicks Street,77007,77007/77055,Low,475000,489700,475000,3.1,3,1853,NULL,2025,18,White Oak Station
1122 Thompson Street,77007,77007/77055,Low,475000,499999,475000,3.1,3,2569,1444,2019,366,Thompson Court
1406 Knox Street,77007,77007/77055,Low,475000,465000,475000,2.1,3,2024,2800,2005,6,Woodcrest
5720 Kiam Street Unit#C,77007,77007/77055,Low,475000,499500,475000,2.1,3,2328,2688,2009,75,Cottage Grove Sec 04
6731 Sussex Manor Street,77055,77007/77055,Low,475000,485000,475000,2.1,3,2010,2148,2017,48,Westview Manor
6642 Teluco Street,77055,77007/77055,Low,475000,550000,475000,1.0,2,949,11220,1952,143,Westview Terrace Sec 02
6902 Schiller Street,77055,77007/77055,Low,475000,475000,475000,2.0,3,984,8967,1954,1,Pine Terrace Sec 03
7519 Schiller Street,77055,77007/77055,Low,475000,499000,475000,2.0,3,1638,7080,1950,46,Pine Terrace Sec 04
1315 Shady Villa Pine,77055,77007/77055,Low,474000,479000,474000,2.1,3,2336,2535,2003,6,Park At Shady Villa Amd
5602 Schuler Street,77007,77007/77055,Low,473000,495000,473000,3.1,3,2677,1888,2008,35,Park Rdg/Schuler/Asbury Street
5525 Kiam Street Unit#A,77007,77007/77055,Low,473000,475000,473000,3.1,3,2316,2550,2008,63,Kiam Street Twnhms
1729 Reinerman Street,77007,77007/77055,Low,472500,490000,472500,3.1,3,2349,1875,2005,84,Millennium Patio Homes/Nolda
1617 Shearn Street,77007,77007/77055,Low,470000,485000,470000,3.1,3,2432,1532,2015,87,Shearn Brook Gardens
1105 Wagner Street,77007,77007/77055,Low,470000,475000,470000,3.1,4,2672,1937,2007,124,Washington Heights North
5307 Larkin Street Unit#A,77007,77007/77055,Low,470000,519000,470000,2.1,3,2558,2687,2012,64,COTTAGE GROVE
4215 Lillian Street,77007,77007/77055,Low,470000,484900,470000,3.1,3,2394,1683,2006,43,A & K Custom Hms/Olive Street
1335 Bullock Lane,77055,77007/77055,Low,470000,455000,470000,2.0,4,1926,4120,1982,4,Bunker Hill Forest Sec 01
1345 Du Lock Lane,77055,77007/77055,Low,470000,495000,470000,2.1,3,2059,5950,1978,56,Bunker Hill Forest Sec 02
4205 Dickson Street,77007,77007/77055,Low,469999,469999,469999,3.1,3,2604,1619,2010,73,Waterhill Homes On Dickson
1504 Johnson Street,77007,77007/77055,Low,469900,499900,469900,3.1,3,2249,1900,2014,24,Cayman Court
214 Detering Street Unit#A,77007,77007/77055,Low,468000,475000,468000,3.1,3,2274,1576,2006,98,Courtyards/Detering Place
7506 Dearborn Street,77055,77007/77055,Low,468000,495000,468000,2.2,3,2400,7080,1950,254,Pine Terrace
4409 Schuler Street Unit#A,77007,77007/77055,Low,467500,499000,467500,2.1,3,2232,2500,2013,174,Villas at Schuler Street
8410 Western Drive,77055,77007/77055,Low,467500,499000,467500,2.0,3,1659,10800,1950,130,Ridgecrest
1510 Johnson Street,77007,77007/77055,Low,467000,475000,467000,3.1,3,2160,1550,2014,13,Cayman Court
2020 Sabine Street,77007,77007/77055,Low,466000,475000,466000,3.0,3,2485,1407,2015,171,Gregory Square
318 Patterson Street,77007,77007/77055,Low,465900,479900,465900,3.1,3,2070,1600,2008,41,Bercon/Patterson Street
3954 Feagan Street,77007,77007/77055,Low,465000,490000,465000,3.1,3,2292,1978,2006,58,Feagan Street Casitas
2002 Sabine Street,77007,77007/77055,Low,465000,465000,465000,3.0,3,1962,1798,2007,39,Gregory Square 1
5311 Kiam Street Unit#B,77007,77007/77055,Low,465000,469000,465000,3.1,3,2347,1586,2014,12,Colina Homes/Kiam Street Sub
3073 Hicks Street,77007,77007/77055,Low,465000,479900,465000,3.1,3,1859,NULL,2025,110,White Oak Station
6007 Tyne Street Unit#C,77007,77007/77055,Low,465000,500000,465000,3.1,3,2531,2350,2007,213,Tyne Street Patio Homes
1944 Purswell Road,77055,77007/77055,Low,465000,465000,465000,3.1,3,2221,1575,2024,51,Silber Estates
5708 Petty Street Unit#B,77007,77007/77055,Low,462500,472500,462500,2.1,3,2279,2688,2011,98,Cottage Grove 4th Sec
2715 Cohn Garden Lane,77007,77007/77055,Low,462000,479000,462000,3.1,3,2358,1608,2014,141,Cottage Grove Sec 8
196 Harvard Street,77007,77007/77055,Low,460500,480000,460500,3.1,3,2256,1665,2012,85,Allegro/Bayou
5237 Cornish Street Unit#C,77007,77007/77055,Low,460000,480000,460000,2.1,3,2274,2688,2019,59,COTTAGE GROVE
1403 Patterson Street,77007,77007/77055,Low,460000,471000,460000,3.1,3,2036,1461,2012,15,Patterson Grove
5816 Kiam Street,77007,77007/77055,Low,460000,462500,460000,2.1,3,2033,2687,2003,3,Cottage Grove
1917 SUMMER Street,77007,77007/77055,Low,460000,465000,460000,3.0,3,1768,1400,2007,57,Seasons Brownstones
1254 Utah Street,77007,77007/77055,Low,460000,480000,460000,3.1,3,1998,1450,2005,77,Georgetown Villas
5120 Larkin Street,77007,77007/77055,Low,460000,480000,460000,2.1,3,2060,2500,2014,91,Cottage Grove
7710 Earl Rudder Way,77055,77007/77055,Low,460000,450000,460000,3.1,3,2210,1673,2026,78,JACQUELYN HOMES
5812 E Post Oak Lane,77055,77007/77055,Low,460000,477000,460000,3.1,3,2171,1535,2019,21,Uptown North Sec 1
9114 Campbell Court,77055,77007/77055,Low,460000,497000,460000,3.1,3,2871,1830,2010,167,Campbell Court Palt 02
4313 Marina Street,77007,77007/77055,Low,459900,464500,459900,3.1,3,2328,1631,2016,16,Marina Villas
1211 Bonner St,77007,77007/77055,Low,458000,458000,458000,3.1,3,2252,1772,2014,91,Vistas De Sevilla Amd Pla
734 Nicholson,77007,77007/77055,Low,457500,445000,457500,2.1,3,1565,1686,2012,3,Nicholson Place in the Heights
1807 Dart Street,77007,77007/77055,Low,456500,460000,456500,3.1,3,2166,1549,2008,163,Merfish Silver Dart Amd P
1819 Dart Street,77007,77007/77055,Low,455000,449000,455000,3.1,3,2198,2441,2009,52,Merfish Silver Dart Amd P
1611 Spring Street Unit#C,77007,77007/77055,Low,455000,497500,455000,3.1,3,2103,1675,2013,90,Villas/Spring
7720 N Fall Run Crossing,77055,77007/77055,Low,455000,449500,455000,2.1,3,2484,2965,2019,217,Fall Run Park
1211 Hickory Street Unit#D,77007,77007/77055,Low,450000,465000,450000,3.1,3,2099,1921,2021,124,Houston Views
4219 Allen Street,77007,77007/77055,Low,450000,458000,450000,3.1,3,2539,1597,2018,115,Magnolia Add
2819 Sherwin Street,77007,77007/77055,Low,450000,459900,450000,3.1,4,2450,2018,2007,12,Cottage Grove Sec 06
522 Allston Street Unit#C,77007,77007/77055,Low,450000,462000,450000,3.1,3,2149,1475,2011,9,Houston Heights Pt Rep 03
5319 Petty Street,77007,77007/77055,Low,450000,450000,450000,3.1,3,2304,1699,2015,5,Petty Street Grove
5340 Inker Street Unit#B,77007,77007/77055,Low,450000,465000,450000,3.0,3,2250,1885,2013,51,Inker Street Place
5826 Larkin Street,77007,77007/77055,Low,450000,459000,450000,2.1,3,2232,1615,2006,24,Contemporary Park Sec 09
8318 Ginger Oak Street,77055,77007/77055,Low,450000,499000,450000,3.1,3,2476,1650,2016,83,Village at Spring Branch
6735 Highclere Manor Lane,77055,77007/77055,Low,450000,449900,450000,3.1,3,2306,1874,2015,64,Westview Manor
1258 N Post Oak Road Unit#B,77055,77007/77055,Low,450000,479000,450000,3.1,3,2233,1533,2017,72,North Post Oak Terrace
8527 Ridgepoint Drive,77055,77007/77055,Low,450000,479000,450000,2.0,4,2448,15000,1954,89,Ridgecrest
2050 Marnel Road,77055,77007/77055,Low,450000,450000,450000,2.0,3,2108,8935,1950,83,Ridgecrest Sec 04
1209 Confederate Road,77055,77007/77055,Low,450000,479900,450000,2.1,3,1618,8320,1955,37,Long Point Woods
5522 Darling Street Unit#A,77007,77007/77055,Low,449900,449900,449900,3.1,3,2582,2281,2007,62,Cottage Grove Sec 03
1522 Caywood Lane Unit#C,77055,77007/77055,Low,449900,449900,449900,2.1,3,2046,2925,2019,9,Shadyvilla Annex Sec 2
3099 Hicks Street,77007,77007/77055,Low,447000,449900,447000,3.1,3,1646,NULL,2026,149,White Oak Station
906 Reinerman Street,77007,77007/77055,Low,445559,449000,445559,3.1,3,2422,1807,2004,355,RICE MILITARY
6107 Stillman Street,77007,77007/77055,Low,445500,465000,445500,3.1,3,2104,1886,2012,167,Stillwater Sub
4211 Allen Street,77007,77007/77055,Low,445000,455000,445000,3.1,3,2364,1597,2018,32,Magnolia Add
2103 Patterson Street,77007,77007/77055,Low,445000,455000,445000,3.1,3,2124,2160,2015,16,Keystone/North Cornish Street
2115 Cohn Street,77007,77007/77055,Low,445000,449990,445000,3.1,3,2287,1500,2006,103,Larkin Manors
2125 Roy Street Unit#D,77007,77007/77055,Low,445000,450000,445000,3.1,3,2383,1982,2005,31,Larkinseque
4316 Rose Street,77007,77007/77055,Low,445000,455000,445000,3.1,3,2234,1513,2004,26,Rice Military
5018 DARLING Street,77007,77007/77055,Low,445000,469000,445000,2.1,3,2274,2796,2003,62,Cottage Grove
1615 Regents Gate Road,77055,77007/77055,Low,445000,450000,445000,2.2,3,2369,NULL,2025,403,Regents Court
8928 Grovner Place,77055,77007/77055,Low,445000,492990,445000,3.1,3,2115,NULL,2025,582,Regents Court
4231 Allen Street,77007,77007/77055,Low,440000,440000,440000,3.1,3,2366,1559,2018,93,Thompson Court
5718 Feagan Street,77007,77007/77055,Low,440000,439000,440000,3.1,3,2470,1292,1998,7,Rice Military Add
1109 Studer Street,77007,77007/77055,Low,440000,445000,440000,3.1,3,2288,1568,2006,31,Trinity Heights Pt Rep Amendi
7735 Hammerly Boulevard,77055,77007/77055,Low,440000,440000,440000,3.1,3,1836,1849,2025,8,Hammerly Pine Lndg
7723C Hammerly Boulevard,77055,77007/77055,Low,440000,440000,440000,3.1,3,1748,1544,2025,1,Hammerly Spring Landing
10051 Larston Street,77055,77007/77055,Low,440000,459000,440000,2.0,3,1783,7910,1959,27,Spring Branch Woods
8915 Grovner Place,77055,77007/77055,Low,439990,478990,439990,2.1,3,2185,NULL,2025,519,Regents Court
5443 Rose Street,77007,77007/77055,Low,437500,450000,437500,2.1,2,2106,1842,2003,20,Rose Patio Homes
5317 Lillian Street,77007,77007/77055,Low,437500,469000,437500,3.1,3,2200,1748,2014,93,TRICONS LILLIAN ENCLAVE
5309 Eigel Street,77007,77007/77055,Low,435000,435000,435000,3.1,3,1961,1496,2025,234,Malek at Detering
5739 Petty Street,77007,77007/77055,Low,435000,459000,435000,3.1,3,2203,1871,2013,183,West Grove Villas
2310 Arabelle Street,77007,77007/77055,Low,435000,450000,435000,3.1,3,2281,1856,2006,163,Manors/Petty Street
2036 Thonig Road,77055,77007/77055,Low,435000,449900,435000,2.1,3,2178,3230,2024,250,Thonig Villas
5336 Petty Street Unit#C,77007,77007/77055,Low,425000,449000,425000,3.1,3,2467,1475,2008,29,Cottage Grove
2830 Sherwin Street,77007,77007/77055,Low,425000,429900,425000,3.1,3,2366,2364,2007,94,Cottage Grove Sec 7
531 Threlkeld Street,77007,77007/77055,Low,425000,425000,425000,1.0,2,912,6000,1920,50,Usener
1408 Asbury Street,77007,77007/77055,Low,425000,425000,425000,2.0,2,1725,2500,2005,6,Woodcrest
5658 Darling Street,77007,77007/77055,Low,425000,459000,425000,3.1,3,2228,1431,2014,87,Cottage Grove
7708 Cedel Drive,77055,77007/77055,Low,425000,435000,425000,2.1,3,2108,4231,2018,62,Silverbonnet Place
1721 Shearn Street,77007,77007/77055,Low,424244,424244,424244,3.1,3,2247,1821,2014,367,Shearn Street Homes
4106 Kolb Street,77007,77007/77055,Low,424200,425000,424200,2.1,3,2212,2375,2016,43,Bayou Villa
5911 Katy Street,77007,77007/77055,Low,424000,415000,424000,2.1,3,2080,2040,2005,4,Park/Kansas
4108 Bonner View Lane,77007,77007/77055,Low,423000,435000,423000,3.1,3,2861,1785,2012,115,Villas/Bonner
1020 Wagner Street,77007,77007/77055,Low,422500,450000,422500,3.0,3,2200,1921,2007,91,Rice Military/ Washington Cooridor
2005 Patterson Street,77007,77007/77055,Low,422000,439000,422000,3.1,3,2239,NULL,2014,40,Patterson Grove Keystone
5309 Inker Street,77007,77007/77055,Low,420000,425000,420000,3.1,3,2356,1696,2015,231,INKER STREET LANDING
1407 Shearn Street,77007,77007/77055,Low,420000,440000,420000,3.1,3,2088,1583,2010,38,Shearn Commons
7723 Hammerly Boulevard Unit#D,77055,77007/77055,Low,420000,420000,420000,3.1,3,1836,1849,2025,0,Hammerly Pine Lndg
1270 N Post Oak Road Unit#A,77055,77007/77055,Low,420000,435000,420000,3.1,3,2101,2329,2023,66,North Post Oak Terrace
7705 Westside Villas Lane,77055,77007/77055,Low,420000,435000,420000,3.1,3,1980,1470,2022,108,West Side Villas Pt Repla
1909 Hickory Street,77007,77007/77055,Low,419900,419900,419900,3.1,3,2345,1692,2013,207,Boulevard/Spg
8404 Vogue Lane,77055,77007/77055,Low,419000,429000,419000,3.1,3,1845,2137,2024,546,YOCUM GARDENS
2715 Sherwin Street,77007,77007/77055,Low,417500,430000,417500,2.1,3,2386,1864,2006,33,Cottage Grove
1834 Woodbend Village Court,77055,77007/77055,Low,417000,399000,417000,2.1,3,2086,3350,2009,2,Woodbend Village
5017 Larkin Street Unit#B,77007,77007/77055,Low,416100,434900,416100,2.1,3,1811,2500,2008,24,Brunner Add
5540 Nolda Street,77007,77007/77055,Low,415000,400000,415000,2.1,3,2000,2106,2008,6,Nolda Terrace Twnhms
1308 Cohn Street,77007,77007/77055,Low,415000,415000,415000,3.1,3,2200,1412,2002,45,Riverwood On Cohn Ave
8913 Grovner Place,77055,77007/77055,Low,415000,449990,415000,2.1,3,1925,NULL,2025,281,Regents Court
918 Patterson Street,77007,77007/77055,Low,410000,520000,410000,3.1,3,3280,1705,2022,130,Villas/Patterson D Street
8911 Grovner Place,77055,77007/77055,Low,410000,449990,410000,2.1,3,1925,NULL,2026,253,Regents Court
7514 Dearborn Street,77055,77007/77055,Low,410000,399000,410000,1.1,3,1295,7497,1950,76,Pine Terrace Sec 04
8412 Pech Landing Drive,77055,77007/77055,Low,409900,409900,409900,2.1,3,1910,2020,2026,0,Pech Landing
8416 Pech Landing Drive,77055,77007/77055,Low,409900,409900,409900,2.1,3,1910,2020,2026,71,Pech Landing
8421 Pech Landing Drive,77055,77007/77055,Low,409900,409900,409900,2.1,3,1910,2020,2026,6,Pech Landing
8420 Pech Landing Drive,77055,77007/77055,Low,409900,409900,409900,2.1,3,1910,2020,2026,31,Pech Landing
7803 Amelia Road Unit#A,77055,77007/77055,Low,409900,409900,409900,3.1,3,1776,2488,2025,164,Amelia Oaks
8413 Pech Landing Drive,77055,77007/77055,Low,409900,409900,409900,2.1,3,1814,2020,2025,0,Pech Lndg
8432 Vogue Lane,77055,77007/77055,Low,409000,409000,409000,3.1,3,1845,2083,2024,709,YOCUM GARDENS
